GENE NAME,PARAGRAPH 1 (Gene Association),PARAGRAPH 2 (Gene Condition),PARAGRAPH 3 (Gene Condition Overflow),A2M CURVE,A2M REQUESTS,HideA2MCharts,SQL,Concatenated
SDHAF2,The SDHAF2 gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 357076).,"Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGLs and PCCs. Pathogenic SDHAF2 variants predispose individuals to multiple head and neck paragangliomas, especially at early ages, although the lifetime risk of developing these tumors is unclear (PMID: 21224366, 20071235, 22241717). While the SDHAF2 gene follows traditional Mendelian inheritance, there is evidence suggesting a parent-of-origin effect; it appears that the risk of disease may be limited to paternally inherited pathogenic variants (PMID: 28099933, 21224366).",,NO,,,"('SDHAF2', 'The SDHAF2 gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 357076).', 'Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGLs and PCCs. Pathogenic SDHAF2 variants predispose individuals to multiple head and neck paragangliomas, especially at early ages, although the lifetime risk of developing these tumors is unclear (PMID: 21224366, 20071235, 22241717). While the SDHAF2 gene follows traditional Mendelian inheritance, there is evidence suggesting a parent-of-origin effect; it appears that the risk of disease may be limited to paternally inherited pathogenic variants (PMID: 28099933, 21224366).', '', '0', NULL),","The SDHAF2 gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 357076).  Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGLs and PCCs. Pathogenic SDHAF2 variants predispose individuals to multiple head and neck paragangliomas, especially at early ages, although the lifetime risk of developing these tumors is unclear (PMID: 21224366, 20071235, 22241717). While the SDHAF2 gene follows traditional Mendelian inheritance, there is evidence suggesting a parent-of-origin effect; it appears that the risk of disease may be limited to paternally inherited pathogenic variants (PMID: 28099933, 21224366)."
SDHB,"The SDHB gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 349380), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049), renal cancer (PMID: 29386252, 23083876) and autosomal recessive mitochondrial complex II deficiency with or without cardiomyopathy (MedGen UID: 344401). Studies suggest SDHB may also be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and insufficient to make a determination regarding this relationship.","Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGL and PCC. SDHB is also associated with autosomal dominant predisposition to renal cancer (PMID: 18728283, 23083876), GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). The lifetime risk of developing PGL and/or PCC is 22-49% (PMID: 28374168, 29386252, 30201732). PGL, PCC and GIST are typically benign but have a risk of malignant transformation; lifetime cancer risks are not clear (PMID: 30536464, 29386252). There is approximately a 5% risk of kidney cancer to age 60 (PMID: 29386252, 23083876).","Mitochondrial complex II deficiency is characterized by progressive encephalopathy, myopathy, hypotonia and leukodystrophy. Poor growth, short stature and joint contractures are common findings while only a subset of affected individuals also develop cardiomyopathy. The severity of features is highly variable, ranging from adult-onset of milder symptoms with normal cognition to severe, life-threatening infantile onset (PMID: 22972948, 23322652).",NO,,,"('SDHB', 'The SDHB gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 349380), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049), renal cancer (PMID: 29386252, 23083876) and autosomal recessive mitochondrial complex II deficiency with or without cardiomyopathy (MedGen UID: 344401). Studies suggest SDHB may also be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and insufficient to make a determination regarding this relationship.', 'Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGL and PCC. SDHB is also associated with autosomal dominant predisposition to renal cancer (PMID: 18728283, 23083876), GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). The lifetime risk of developing PGL and/or PCC is 22-49% (PMID: 28374168, 29386252, 30201732). PGL, PCC and GIST are typically benign but have a risk of malignant transformation; lifetime cancer risks are not clear (PMID: 30536464, 29386252). There is approximately a 5% risk of kidney cancer to age 60 (PMID: 29386252, 23083876).', 'Mitochondrial complex II deficiency is characterized by progressive encephalopathy, myopathy, hypotonia and leukodystrophy. Poor growth, short stature and joint contractures are common findings while only a subset of affected individuals also develop cardiomyopathy. The severity of features is highly variable, ranging from adult-onset of milder symptoms with normal cognition to severe, life-threatening infantile onset (PMID: 22972948, 23322652).', '0', NULL),","The SDHB gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 349380), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049), renal cancer (PMID: 29386252, 23083876) and autosomal recessive mitochondrial complex II deficiency with or without cardiomyopathy (MedGen UID: 344401). Studies suggest SDHB may also be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  Hereditary PGL-PCC syndrome is characterized by an increased lifetime risk for PGL and PCC. SDHB is also associated with autosomal dominant predisposition to renal cancer (PMID: 18728283, 23083876), GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). The lifetime risk of developing PGL and/or PCC is 22-49% (PMID: 28374168, 29386252, 30201732). PGL, PCC and GIST are typically benign but have a risk of malignant transformation; lifetime cancer risks are not clear (PMID: 30536464, 29386252). There is approximately a 5% risk of kidney cancer to age 60 (PMID: 29386252, 23083876).  Mitochondrial complex II deficiency is characterized by progressive encephalopathy, myopathy, hypotonia and leukodystrophy. Poor growth, short stature and joint contractures are common findings while only a subset of affected individuals also develop cardiomyopathy. The severity of features is highly variable, ranging from adult-onset of milder symptoms with normal cognition to severe, life-threatening infantile onset (PMID: 22972948, 23322652)."
SDHC,"The SDHC gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 340200), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049) and renal cancer (PMID: 23083876).  Studies also suggest SDHC may be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and available evidence is insufficient to make a determination regarding this relationship.","SDHC-associated hereditary PGL-PCC syndrome is associated with an 8-25% risk of developing PGL and/or PCC that are typically benign (PMID: 30201732, 29386252). Affected individuals will more often develop PGL in the head and neck. SDHC is also associated with autosomal dominant predisposition to to renal cancer (PMID: 23083876), GIST and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967, 21173220). PGL, PCC and GIST may become malignant; however, lifetime cancer risks are not clear. The lifetime risk of renal cancer is not established.",,NO,,,"('SDHC', 'The SDHC gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 340200), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049) and renal cancer (PMID: 23083876).  Studies also suggest SDHC may be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and available evidence is insufficient to make a determination regarding this relationship.', 'SDHC-associated hereditary PGL-PCC syndrome is associated with an 8-25% risk of developing PGL and/or PCC that are typically benign (PMID: 30201732, 29386252). Affected individuals will more often develop PGL in the head and neck. SDHC is also associated with autosomal dominant predisposition to to renal cancer (PMID: 23083876), GIST and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967, 21173220). PGL, PCC and GIST may become malignant; however, lifetime cancer risks are not clear. The lifetime risk of renal cancer is not established.', '', '0', NULL),","The SDHC gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 340200), gastrointestinal stromal tumors (GIST) (MedGen UID: 116049) and renal cancer (PMID: 23083876).  Studies also suggest SDHC may be associated with autosomal dominant predisposition to pituitary adenomas (PMID: 26259135). The data, however, are preliminary and available evidence is insufficient to make a determination regarding this relationship.  SDHC-associated hereditary PGL-PCC syndrome is associated with an 8-25% risk of developing PGL and/or PCC that are typically benign (PMID: 30201732, 29386252). Affected individuals will more often develop PGL in the head and neck. SDHC is also associated with autosomal dominant predisposition to to renal cancer (PMID: 23083876), GIST and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967, 21173220). PGL, PCC and GIST may become malignant; however, lifetime cancer risks are not clear. The lifetime risk of renal cancer is not established."
SDHD,"The SDHD gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 358258) and gastrointestinal stromal tumors (GIST) (PMID: 24886695). Studies suggest SDHD is also associated with autosomal dominant predisposition to renal cancer (PMID: 19802898, 23083876) and pituitary adenomas (PMID: 26259135), as well as autosomal recessive mitochondrial complex II deficiency (PMID: 24367056; 26008905). The data, however, are preliminary and available evidence is insufficient to make a determination regarding these relationships.","Individuals with SDHD-associated hereditary PGL-PCC syndrome have a 43-70% risk of developing a PGL by age 60 (PMID: 29386252) and these tumors most often develop in the head and neck. SDHD is also associated with GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). SDHD-associated PGL, PCC and GIST have a risk of malignant transformation; however, lifetime risks are not clear. While both males and females can pass this variant on to their children, there is evidence suggesting that only those who inherit it from their father are at risk of developing SDHD-associated tumors (PMID: 25300370, 21937622, 19205158, 18211978).",,NO,,,"('SDHD', 'The SDHD gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 358258) and gastrointestinal stromal tumors (GIST) (PMID: 24886695). Studies suggest SDHD is also associated with autosomal dominant predisposition to renal cancer (PMID: 19802898, 23083876) and pituitary adenomas (PMID: 26259135), as well as autosomal recessive mitochondrial complex II deficiency (PMID: 24367056; 26008905). The data, however, are preliminary and available evidence is insufficient to make a determination regarding these relationships.', 'Individuals with SDHD-associated hereditary PGL-PCC syndrome have a 43-70% risk of developing a PGL by age 60 (PMID: 29386252) and these tumors most often develop in the head and neck. SDHD is also associated with GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). SDHD-associated PGL, PCC and GIST have a risk of malignant transformation; however, lifetime risks are not clear. While both males and females can pass this variant on to their children, there is evidence suggesting that only those who inherit it from their father are at risk of developing SDHD-associated tumors (PMID: 25300370, 21937622, 19205158, 18211978).', '', '0', NULL),","The SDHD gene is associated with autosomal dominant hereditary paraganglioma-pheochromocytoma (PGL-PCC) syndrome (MedGen UID: 358258) and gastrointestinal stromal tumors (GIST) (PMID: 24886695). Studies suggest SDHD is also associated with autosomal dominant predisposition to renal cancer (PMID: 19802898, 23083876) and pituitary adenomas (PMID: 26259135), as well as autosomal recessive mitochondrial complex II deficiency (PMID: 24367056; 26008905). The data, however, are preliminary and available evidence is insufficient to make a determination regarding these relationships.  Individuals with SDHD-associated hereditary PGL-PCC syndrome have a 43-70% risk of developing a PGL by age 60 (PMID: 29386252) and these tumors most often develop in the head and neck. SDHD is also associated with GIST (PMID: 28374168, 29386252) and Carney-Stratakis syndrome, which is associated with both GIST and PGL (PMID: 17667967). SDHD-associated PGL, PCC and GIST have a risk of malignant transformation; however, lifetime risks are not clear. While both males and females can pass this variant on to their children, there is evidence suggesting that only those who inherit it from their father are at risk of developing SDHD-associated tumors (PMID: 25300370, 21937622, 19205158, 18211978)."
SLX4,"The SLX4 gene is associated with autosomal recessive Fanconi anemia, type P (FA-P) (MedGen UID: 450103).","Fanconi anemia is characterized by bone marrow failure, short stature, abnormal skin pigmentation, developmental delay and malformations of the thumbs, skeletal and central nervous systems (PMID: 20417588, 8986277). The risks for leukemia and early onset solid tumors are significantly elevated (PMID: 20507306, 12393424, 12393516).",,NO,,,"('SLX4', 'The SLX4 gene is associated with autosomal recessive Fanconi anemia, type P (FA-P) (MedGen UID: 450103).', 'Fanconi anemia is characterized by bone marrow failure, short stature, abnormal skin pigmentation, developmental delay and malformations of the thumbs, skeletal and central nervous systems (PMID: 20417588, 8986277). The risks for leukemia and early onset solid tumors are significantly elevated (PMID: 20507306, 12393424, 12393516).', '', '0', NULL),","The SLX4 gene is associated with autosomal recessive Fanconi anemia, type P (FA-P) (MedGen UID: 450103).  Fanconi anemia is characterized by bone marrow failure, short stature, abnormal skin pigmentation, developmental delay and malformations of the thumbs, skeletal and central nervous systems (PMID: 20417588, 8986277). The risks for leukemia and early onset solid tumors are significantly elevated (PMID: 20507306, 12393424, 12393516)."
SMAD4,"The SMAD4 gene is associated with autosomal dominant juvenile polyposis syndrome (JPS) (MedGen UID: 87518), hereditary hemorrhagic telangiectasia (HHT) (MedGen UID: 331400) and Myhre syndrome (MedGen UID: 167103).","Loss-of-function (LOF) variants in SMAD4 are associated with juvenile polyposis syndrome (JPS), a condition characterized by the development of numerous hamartomatous polyps in the gastrointestinal (GI) tract. The risk of developing GI cancer is 40-50% (PMID: 22846733, 9869523). There is also a 21% risk of gastric cancer (PMID: 12221036) and an increased risk of pancreatic cancer; although, lifetime risks are not established (PMID: 20859198, 2705469). LOF SMAD4 variants have been reported in individuals with symptoms of both JPS and hereditary hemorrhagic telangiectasia (HHT). HHT is characterized by multiple arteriovenous malformations (AVMs), including small AVMs called telangiectasias.","Gain-of-function (GOF) variants in SMAD4 are associated with Myhre syndrome, a rare, severe connective tissue disorder that is diagnosed in childhood. This condition is characterized by short stature, distinctive facial features, hearing loss and intellectual disability. Additional findings include arthropathy, muscle hypertrophy, cardiovascular abnormalities and progressive fibrosis and airway compromise (PMID: 27302097, 24424121, 24715504, 27562837). To date, all reported cases are de novo (PMID: 26636501, 27302097). Individuals with Myhre syndrome have not been described as having features of JPS or HHT.",NO,,,"('SMAD4', 'The SMAD4 gene is associated with autosomal dominant juvenile polyposis syndrome (JPS) (MedGen UID: 87518), hereditary hemorrhagic telangiectasia (HHT) (MedGen UID: 331400) and Myhre syndrome (MedGen UID: 167103).', 'Loss-of-function (LOF) variants in SMAD4 are associated with juvenile polyposis syndrome (JPS), a condition characterized by the development of numerous hamartomatous polyps in the gastrointestinal (GI) tract. The risk of developing GI cancer is 40-50% (PMID: 22846733, 9869523). There is also a 21% risk of gastric cancer (PMID: 12221036) and an increased risk of pancreatic cancer; although, lifetime risks are not established (PMID: 20859198, 2705469). LOF SMAD4 variants have been reported in individuals with symptoms of both JPS and hereditary hemorrhagic telangiectasia (HHT). HHT is characterized by multiple arteriovenous malformations (AVMs), including small AVMs called telangiectasias. ', 'Gain-of-function (GOF) variants in SMAD4 are associated with Myhre syndrome, a rare, severe connective tissue disorder that is diagnosed in childhood. This condition is characterized by short stature, distinctive facial features, hearing loss and intellectual disability. Additional findings include arthropathy, muscle hypertrophy, cardiovascular abnormalities and progressive fibrosis and airway compromise (PMID: 27302097, 24424121, 24715504, 27562837). To date, all reported cases are de novo (PMID: 26636501, 27302097). Individuals with Myhre syndrome have not been described as having features of JPS or HHT.', '0', NULL),","The SMAD4 gene is associated with autosomal dominant juvenile polyposis syndrome (JPS) (MedGen UID: 87518), hereditary hemorrhagic telangiectasia (HHT) (MedGen UID: 331400) and Myhre syndrome (MedGen UID: 167103).  Loss-of-function (LOF) variants in SMAD4 are associated with juvenile polyposis syndrome (JPS), a condition characterized by the development of numerous hamartomatous polyps in the gastrointestinal (GI) tract. The risk of developing GI cancer is 40-50% (PMID: 22846733, 9869523). There is also a 21% risk of gastric cancer (PMID: 12221036) and an increased risk of pancreatic cancer; although, lifetime risks are not established (PMID: 20859198, 2705469). LOF SMAD4 variants have been reported in individuals with symptoms of both JPS and hereditary hemorrhagic telangiectasia (HHT). HHT is characterized by multiple arteriovenous malformations (AVMs), including small AVMs called telangiectasias.   Gain-of-function (GOF) variants in SMAD4 are associated with Myhre syndrome, a rare, severe connective tissue disorder that is diagnosed in childhood. This condition is characterized by short stature, distinctive facial features, hearing loss and intellectual disability. Additional findings include arthropathy, muscle hypertrophy, cardiovascular abnormalities and progressive fibrosis and airway compromise (PMID: 27302097, 24424121, 24715504, 27562837). To date, all reported cases are de novo (PMID: 26636501, 27302097). Individuals with Myhre syndrome have not been described as having features of JPS or HHT."
SMARCA4,"The SMARCA4 gene is associated with rhabdoid tumor predisposition syndrome, type 2, autosomal dominant small cell carcinoma of the ovary, hypercalcemic type (SCCOHT) (PMID: 24658002, 24658001) and Coffin-Siris syndrome (CSS) (MedGen UID: 766163).","Loss-of-function (LOF) variants in SMARCA4 are associated with RTPS2, a childhood-onset condition associated with rhabdoid tumors that typically develop in the kidneys and central nervous system. SCCOHT, which is considered part of the RTPS2 clinical spectrum, is a specific type of ovarian cancer associated with hypercalcemia, early age of onset (average 25 years), and small, hyperchromatic cells with brisk mitotic activity. The lifetime risk of ovarian cancer is not well-established.

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays.",,NO,,,"('SMARCA4', 'The SMARCA4 gene is associated with rhabdoid tumor predisposition syndrome, type 2, autosomal dominant small cell carcinoma of the ovary, hypercalcemic type (SCCOHT) (PMID: 24658002, 24658001) and Coffin-Siris syndrome (CSS) (MedGen UID: 766163).', 'Loss-of-function (LOF) variants in SMARCA4 are associated with RTPS2, a childhood-onset condition associated with rhabdoid tumors that typically develop in the kidneys and central nervous system. SCCOHT, which is considered part of the RTPS2 clinical spectrum, is a specific type of ovarian cancer associated with hypercalcemia, early age of onset (average 25 years), and small, hyperchromatic cells with brisk mitotic activity. The lifetime risk of ovarian cancer is not well-established.

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays.', '', '0', NULL),","The SMARCA4 gene is associated with rhabdoid tumor predisposition syndrome, type 2, autosomal dominant small cell carcinoma of the ovary, hypercalcemic type (SCCOHT) (PMID: 24658002, 24658001) and Coffin-Siris syndrome (CSS) (MedGen UID: 766163).  Loss-of-function (LOF) variants in SMARCA4 are associated with RTPS2, a childhood-onset condition associated with rhabdoid tumors that typically develop in the kidneys and central nervous system. SCCOHT, which is considered part of the RTPS2 clinical spectrum, is a specific type of ovarian cancer associated with hypercalcemia, early age of onset (average 25 years), and small, hyperchromatic cells with brisk mitotic activity. The lifetime risk of ovarian cancer is not well-established.

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays."
SMARCB1,"The SMARCB1 gene is associated with autosomal dominant rhabdoid tumor predisposition syndrome 1 (RTPS1) (MedGen UID: 322892), schwannomatosis (MedGen UID: 234775) and Coffin-Siris syndrome (MedGen UID: 766162).","RTPS is associated with an increased risk of rhabdoid tumors, a rare type of childhood cancer that most often develops in the kidneys and central nervous system. Schwannomatosis is characterized by the development of multiple spinal, peripheral, and cranial nerve schwannomas. The absence of vestibular schwannomas distinguishes schwannomatosis from neurofibromatosis type 2 (PMID: 24933152, 19898272, 21208904). 

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 25168959, 25169878, 23929686).",,NO,,,"('SMARCB1', 'The SMARCB1 gene is associated with autosomal dominant rhabdoid tumor predisposition syndrome 1 (RTPS1) (MedGen UID: 322892), schwannomatosis (MedGen UID: 234775) and Coffin-Siris syndrome (MedGen UID: 766162).', 'RTPS is associated with an increased risk of rhabdoid tumors, a rare type of childhood cancer that most often develops in the kidneys and central nervous system. Schwannomatosis is characterized by the development of multiple spinal, peripheral, and cranial nerve schwannomas. The absence of vestibular schwannomas distinguishes schwannomatosis from neurofibromatosis type 2 (PMID: 24933152, 19898272, 21208904). 

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 25168959, 25169878, 23929686).', '', '0', NULL),","The SMARCB1 gene is associated with autosomal dominant rhabdoid tumor predisposition syndrome 1 (RTPS1) (MedGen UID: 322892), schwannomatosis (MedGen UID: 234775) and Coffin-Siris syndrome (MedGen UID: 766162).  RTPS is associated with an increased risk of rhabdoid tumors, a rare type of childhood cancer that most often develops in the kidneys and central nervous system. Schwannomatosis is characterized by the development of multiple spinal, peripheral, and cranial nerve schwannomas. The absence of vestibular schwannomas distinguishes schwannomatosis from neurofibromatosis type 2 (PMID: 24933152, 19898272, 21208904). 

Coffin-Siris syndrome is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 25168959, 25169878, 23929686)."
SMARCE1,The SMARCE1 gene is associated with autosomal dominant familial meningioma (MedGen UID: 232281) and Coffin-Siris syndrome (MedGen UID: 934755).,"Pathogenic loss-of-function (LOF) SMARCE1 variants are associated with familial meningioma. Meningiomas are typically slow growing benign tumors derived from the meningeal tissue of the brain and spinal cord (PMID: 23377182, 25143307).

Coffin-Siris syndrome (CSS) is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 23929686, 27264197, 30499906, 25168959, 25169878, 23929686). While SMARCE1 is also associated with autosomal dominant CSS, to date, LOF variants in this gene have not been observed in individuals affected with CSS.",,NO,,,"('SMARCE1', 'The SMARCE1 gene is associated with autosomal dominant familial meningioma (MedGen UID: 232281) and Coffin-Siris syndrome (MedGen UID: 934755).', 'Pathogenic loss-of-function (LOF) SMARCE1 variants are associated with familial meningioma. Meningiomas are typically slow growing benign tumors derived from the meningeal tissue of the brain and spinal cord (PMID: 23377182, 25143307).

Coffin-Siris syndrome (CSS) is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 23929686, 27264197, 30499906, 25168959, 25169878, 23929686). While SMARCE1 is also associated with autosomal dominant CSS, to date, LOF variants in this gene have not been observed in individuals affected with CSS.', '', '0', NULL),","The SMARCE1 gene is associated with autosomal dominant familial meningioma (MedGen UID: 232281) and Coffin-Siris syndrome (MedGen UID: 934755).  Pathogenic loss-of-function (LOF) SMARCE1 variants are associated with familial meningioma. Meningiomas are typically slow growing benign tumors derived from the meningeal tissue of the brain and spinal cord (PMID: 23377182, 25143307).

Coffin-Siris syndrome (CSS) is characterized by varying degrees of intellectual disability, agenesis of the corpus callosum, seizures, absent speech, hearing and vision deficits, coarse facial features, hypertrichosis, frequent infections, hypoplastic fifth fingers and nails and growth delays (PMID: 23929686, 27264197, 30499906, 25168959, 25169878, 23929686). While SMARCE1 is also associated with autosomal dominant CSS, to date, LOF variants in this gene have not been observed in individuals affected with CSS."
SPINK1,The SPINK1 gene is associated with autosomal dominant predisposition to hereditary pancreatitis (MedGen UID: 116056).,"Chronic and/or hereditary pancreatitis is characterized by recurrent episodes of inflammation of the pancreas (pancreatitis). Pathogenic variants in SPINK1 are associated with increased susceptibility to chronic pancreatitis (PMID: 25206283, 24522117). Chronic pancreatitis is a risk factor for pancreatic cancer (PMID: 25170203). The phenotype of individuals with the same allelic variant may differ due to other genetic and environmental risk factors. Individuals with a pathogenic variant or increased risk variant identified in both CFTR and SPINK1 have been reported to have more than a 65-fold increased risk for pancreatitis (PMID: 11729110, 17003641, 17681820, 20977904). The clinical presentation, severity and prognosis depends on the specific variants identified along with additional environmental factors.",,NO,,,"('SPINK1', 'The SPINK1 gene is associated with autosomal dominant predisposition to hereditary pancreatitis (MedGen UID: 116056).', 'Chronic and/or hereditary pancreatitis is characterized by recurrent episodes of inflammation of the pancreas (pancreatitis). Pathogenic variants in SPINK1 are associated with increased susceptibility to chronic pancreatitis (PMID: 25206283, 24522117). Chronic pancreatitis is a risk factor for pancreatic cancer (PMID: 25170203). The phenotype of individuals with the same allelic variant may differ due to other genetic and environmental risk factors. Individuals with a pathogenic variant or increased risk variant identified in both CFTR and SPINK1 have been reported to have more than a 65-fold increased risk for pancreatitis (PMID: 11729110, 17003641, 17681820, 20977904). The clinical presentation, severity and prognosis depends on the specific variants identified along with additional environmental factors.', '', '0', NULL),","The SPINK1 gene is associated with autosomal dominant predisposition to hereditary pancreatitis (MedGen UID: 116056).  Chronic and/or hereditary pancreatitis is characterized by recurrent episodes of inflammation of the pancreas (pancreatitis). Pathogenic variants in SPINK1 are associated with increased susceptibility to chronic pancreatitis (PMID: 25206283, 24522117). Chronic pancreatitis is a risk factor for pancreatic cancer (PMID: 25170203). The phenotype of individuals with the same allelic variant may differ due to other genetic and environmental risk factors. Individuals with a pathogenic variant or increased risk variant identified in both CFTR and SPINK1 have been reported to have more than a 65-fold increased risk for pancreatitis (PMID: 11729110, 17003641, 17681820, 20977904). The clinical presentation, severity and prognosis depends on the specific variants identified along with additional environmental factors."
STK11,The STK11 gene is associated with autosomal dominant Peutz-Jeghers syndrome (PJS) (MedGen UID: 18404).,"PJS is characterized by gastrointestinal hamartomatous polyposis, mucocutaneous pigmentation of the lips, and increased risk of cancer. Affected individuals have increased risk of developing a wide variety of cancers including breast (19-54% risk), ovarian (18-21% risk), testicular (9% risk), endometrial/uterine (9% risk), cervical (10% risk), colon (39% risk), gastric (29% risk), small bowel (13% risk), pancreatic (11-36% risk) and lung (7-17% risk) (PMID: 11113065, 33471991).",,YES,Hide Colorectal,"[""Colorectal""]","('STK11', 'The STK11 gene is associated with autosomal dominant Peutz-Jeghers syndrome (PJS) (MedGen UID: 18404).', 'PJS is characterized by gastrointestinal hamartomatous polyposis, mucocutaneous pigmentation of the lips, and increased risk of cancer. Affected individuals have increased risk of developing a wide variety of cancers including breast (19-54% risk), ovarian (18-21% risk), testicular (9% risk), endometrial/uterine (9% risk), cervical (10% risk), colon (39% risk), gastric (29% risk), small bowel (13% risk), pancreatic (11-36% risk) and lung (7-17% risk) (PMID: 11113065, 33471991).', '', '0', '[""Colorectal""]'),","The STK11 gene is associated with autosomal dominant Peutz-Jeghers syndrome (PJS) (MedGen UID: 18404).  PJS is characterized by gastrointestinal hamartomatous polyposis, mucocutaneous pigmentation of the lips, and increased risk of cancer. Affected individuals have increased risk of developing a wide variety of cancers including breast (19-54% risk), ovarian (18-21% risk), testicular (9% risk), endometrial/uterine (9% risk), cervical (10% risk), colon (39% risk), gastric (29% risk), small bowel (13% risk), pancreatic (11-36% risk) and lung (7-17% risk) (PMID: 11113065, 33471991)."
