Test,ID,GeneMasterName,Variant,Gender,DiseaseName,PredominantCancerSubtype,SyndromeMasterName,DiseaseType,Organ,FinalVerdict,NotesReAssn,EvidenceofAssociation,PredominantCancerSubtypeSource,ClinGenValidility,ClinGen Numeric,NCCN combined,NCCNRecommend,NCCNidentifier,GeneticHomeReference,OMIM,GeneCard,GeneReview,Completed,GraphInAsk2Me,HomuncCaNeo,HomuncBenign,ASk2me Asssociation,NEJM MHL and DICER1 paper,MedNeon_Extended,Akras_paper,Akras_paper_penetrance,Yadav_paper,AmbryGenetics,SPANISH_DiseaseName,CHINESE_DiseaseName,SPANISH_Gender,CHINESE_Gender,IfMetaanalysisInMasterTable,IfASK2MEBasedOnMetaanalysis,SourceRisk,Order,Concatenated,OldDiseaseName,OldPredominantCancerSubtype,OldDiseaseType,BreastGene,ColonGene,Z_Old_DiseaseName,Z_Inheritance,Z_AllellicInheritance
"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",274,MET,,Either,Kidney Cancer,Papillary renal Cell Carcinoma,,Cancer,Kidney,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,1,1,Invitae,,,,,,1,1,Mod,,,riñón,肾,Masculino,男性,0,0,,,"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",Kidney,renal cell carcinoma,Cancer,,,Kidney Cancer,,Mono
"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",587,MET,,Either,Lung Cancer,,,Cancer,Lung,9,,,,,,,,,1,,,,Invitae,,,,,,,,,,,,,Masculino,男性,0,0,,,"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",Lung,,Cancer,,,Lung Cancer,,Mono
"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",1475,MET,,Either,Pheochromocytoma/Paraganglioma,Pheochromocytoma,,Neoplasm,Adrenal,9,-1,,,Limited,9,,,,,,,,Invitae,,,,,,,,,,,,,,,,,,,"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",Pheochromocytoma,,Neoplasm,,,Neuroendocrine,,
"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",1476,MET,,Either,Pheochromocytoma/Paraganglioma,Paraganglioma,,Neoplasm,Nerve,9,-1,,,Limited,9,,,,,,,,Invitae,,,,,,,,,,,,,,,,,,,"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",Paraganglioma,,Neoplasm,,,Neuroendocrine,,
"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",579,MET,,Either,Bone (Benign),Osteofibrous Dysplasia,,Benign,Bone,1,,,,,,,,,,1,1,1,Invitae,,,,,,,,,,,,,Masculino,男性,0,0,,,"The MET gene is associated with autosomal dominant predisposition to hereditary papillary renal cell carcinoma (HPRCC) (MedGen UID: 766) and autosomal recessive deafness (MedGen UID: 899875). Additionally, the MET gene has preliminary evidence supporting a correlation with arthrogryposis involving the upper limbs (PMID: 30777867). The data, however, are preliminary and insufficient to make a determination regarding this relationship.  HPRCC is a rare, highly penetrant hereditary cancer syndrome characterized by an increased lifetime risk of developing type 1 papillary renal cell carcinoma (PRCC) (PMID: 24710684, 9563489, 12647800). These tumors are typically multifocal and bilateral (PMID: 8308957).                           Nonsyndromic deafness does not affect any other part of the body. Affected individuals are born with mild to profound hearing loss that typically does not worsen over time. Severity of deafness may vary, even among members of the same family. Intellect and life span are not impacted.",Osteofibrous dysplasia,,Cancer,,,Osteofibrous Dysplasia,,Mono
At least 1 finalverdict,597,MITF,,Either,Skin (Benign),Albinism,,Benign,Skin,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Albinism,,Benign Disease,,,Albinism,,Mono
At least 1 finalverdict,605,MITF,,Either,Eye (Benign),Coloboma,,Benign,Eye,0,Biallelic,,,,,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Coloboma,,Benign Disease,,,Coloboma,,Biallelic
At least 1 finalverdict,601,MITF,,Either,Ear (Benign),Hearing Loss,,Benign,Head and neck,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Deafness,,Benign Disease,,,Deafness,,Mono
At least 1 finalverdict,280,MITF,,Either,Kidney Cancer,Renal Cell Carcinoma,,Cancer,Kidney,0,,,,,,,,,,,,,,,,,,,,1,Low,,,riñón,肾,Masculino,男性,0,0,,,,Kidney,renal cell carcinoma,Cancer,,,Kidney Cancer,,Mono
At least 1 finalverdict,617,MITF,,Either,Dysmorphic Feature,Macrocephaly,,Benign,Head and neck,0,Biallelic,,,,,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Macrocephaly,,Benign Disease,,,Macrocephaly,,Biallelic
At least 1 finalverdict,284,MITF,,Either,Melanoma,,,Cancer,Skin,,,,,,,,,,1,,1,1,,,,,,,1,1,Low,,,melanoma,黑色素瘤,Masculino,男性,0,0,,,,Melanoma,,Cancer,,,Melanoma,,Mono
At least 1 finalverdict,613,MITF,,Either,Eye (Benign),Microphthalmia,,Benign,Eye,0,Biallelic,,,,,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Microphthalmia,,Benign Disease,,,Microphthalmia,,Biallelic
At least 1 finalverdict,609,MITF,,Either,Bone (Benign),Osteopetrosis,,Benign,Bone,0,Biallelic,,,,,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Osteopetrosis,,Benign Disease,,,Osteopetrosis,,Biallelic
At least 1 finalverdict,1194,MLH1,,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,1,"PMID: 30963136, PMID: 23752102",,,,,,,,,,,,1,,,,,,,1,Low,,,suprarrenal,肾上腺,Masculino,男性,0,0,,,,Adrenocortical carcinoma,,Cancer,,1,Adrenal Cortical Carcinoma,,Mono
At least 1 finalverdict,1522,MLH1,,Either,Skin Cancer (Non-Melanoma),Basal Cell Carcinoma,,Cancer,Skin,0,OMIM only (no reference),,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Sebaceous carcinoma,,Cancer,,1,Basal Cell Carcinoma,,Mono
At least 1 finalverdict,934,MLH1,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,1,Clingen:The risk of cancer in LS by age 70:  bladder =2-16%,,,Mentioned,1,,,,,,,,1,1,,,1,,,1,Low,,1,Vejiga urinaria,膀胱,Masculino,男性,0,0,Ask2Me,,,Urinary Bladder,,Cancer,,1,Bladder Cancer,,Mono
At least 1 finalverdict,63,MLH1,,Either,Brain Tumor,Glioblastoma Multiforme,,Cancer,Brain,1,Clingen:The risk of cancer in LS by age 70: brain =3.5% and NCCN,,,Mentioned,1,1,1,1,1,,,,1,1,,,1,,,1,Low,,1,cerebro,脑,Masculino,男性,0,0,Ask2Me,32,,Brain Tumor,glioblastoma multiforme,Cancer,,1,Brain Tumor,,Mono
At least 1 finalverdict,1196,MLH1,,Female,Breast Cancer,,,Cancer,Breast,0,NCCN insignificant risk (Breast paper),,,Disputed,0,9,9,9,,1,,,1,,,,,,,,,Unclear,1,,,Femenino,女性,0,0,,,,Breast cancer,,Cancer,,1,Breast Cancer,,Mono
At least 1 finalverdict,674,MLH1,,Either,Colorectal Cancer,,Lynch Syndrome,Cancer,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,,1,1,,,1,,,1,High,,1,colorrectal,结直肠,Masculino,男性,1,0,Ask2Me,351,,Colorectal cancer,,Cancer,,1,Colorectal Cancer,,Mono
At least 1 finalverdict,676,MLH1,,Female,Endometrial Cancer,,Lynch Syndrome,Cancer,Uterus,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,,,,1,1,,,1,,,1,Mod,,1,endometrio,子宫内膜,Femenino,女性,0,0,Ask2Me,352,,Endometrial cancer,,Cancer,,1,Endometrial Cancer,,Mono
At least 1 finalverdict,680,MLH1,,Either,Gastric Cancer,,Lynch Syndrome,Cancer,Gastric,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,,1,1,,,,1,1,,,1,,,1,Low,,1,gástrico,胃,Masculino,男性,0,0,Ask2Me,354,,Gastric cancer,,Cancer,,1,Gastric Cancer,,Mono
At least 1 finalverdict,59,MLH1,,Either,Hepatobiliary Cancer,,,Cancer,Liver,1,Clingen:The risk of cancer in LS by age 70: biliary tract=1-2%,,,Mentioned,1,1,,1,,,,1,1,,,,,,,1,Low,,,hepatobiliar,肝,Masculino,男性,0,0,,30,,Hepatobiliary,,Cancer,,1,Hepatobiliary Cancer,,Mono
At least 1 finalverdict,1524,MLH1,,Either,Lung Cancer,,,Cancer,Lung,0,Ambry only - not included in paper,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Sebaceous carcinoma,,Cancer,,1,Lung Cancer,,Mono
At least 1 finalverdict,682,MLH1,,Female,Ovarian Cancer,,Lynch Syndrome,Cancer,Ovary,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,,,,1,1,,,1,,,1,Low,,1,ovario,卵巢,Femenino,女性,0,0,Ask2Me,355,,Ovarian cancer,,Cancer,,1,Ovarian Cancer,,Mono
At least 1 finalverdict,686,MLH1,,Either,Pancreatic Cancer,,,Cancer,Pancreas,1,Clingen:The risk of cancer in LS by age 70:  pancreas=1-4%,,,Mentioned,1,1,1,1,,,,,1,1,,,1,,,1,Low,,,páncreas,胰腺,Masculino,男性,0,0,Ask2Me,357,,Pancreatic cancer,,Cancer,,1,Pancreatic Cancer,,Mono
At least 1 finalverdict,638,MLH1,,Male,Prostate Cancer,,,Cancer,Prostate,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,1,1,,,,,1,,,,,,,,,,1,próstata,前列腺,Masculino,男性,0,0,,333,,Prostate cancer,,Cancer,,1,Prostate Cancer,,Mono
At least 1 finalverdict,55,MLH1,,Either,Sebaceous Adenoma,,,Neoplasm,Skin,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,1,1,,,1,,,,,,,,,,1,adenoma sebáceo,皮脂腺腺瘤,Masculino,男性,0,0,,28,,Sebaceous adenoma,,Benign Disease,,1,Sebaceous Adenoma,,Mono
At least 1 finalverdict,812,MLH1,,Either,Sebaceous Cancer,,,Cancer,Skin,1,,,,,,1,,1,1,1,,,1,,,,,,,1,Low,,1,carcinoma sebáceo,皮脂腺癌,Masculino,男性,0,0,,420,,Sebaceous carcinoma,,Cancer,,1,Sebaceous Cancer,,Mono
At least 1 finalverdict,47,MLH1,,Either,Skin (Benign),Keratoacanthoma,,Benign,Skin,1,,,,,,1,,1,1,1,,,1,,,,,,,,,,,queratoacantoma,角化棘皮瘤,Masculino,男性,0,0,,24,,Keratoacanthoma,,Benign Disease,,1,Skin (Benign),,Mono
At least 1 finalverdict,51,MLH1,,Either,Duodenum Cancer,,,Cancer,Duodenum,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,,,,1,1,,,1,,,1,Low,,1,intestino delgado,小肠,Masculino,男性,0,0,Ask2Me,26,,Small Intestine,,Cancer,,1,Duodenal Cancer,,Mono
At least 1 finalverdict,946,MLH1,,Either,Upper Urinary Tract Cancer,,,Cancer,Upper Urinary Tract,1,Clingen:The risk of cancer in LS by age 70: upper urinary tract=6%,,,Mentioned,1,1,,1,1,,,,1,1,,,1,,,1,Low,,1,tracto urinario superior,上尿路,Masculino,男性,0,0,Ask2Me,,,Upper Urinary Tract,,Cancer,,1,Upper Urinary Tract Cancer,,Mono
At least 1 finalverdict,229,MLH1,,Either,Ureter Cancer,,,Cancer,Ureter,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,,,,,1,,,,,,,1,Low,,1,uréter,输尿管,Masculino,男性,0,0,,116,,Ureter,,Cancer,,1,Ureter Cancer,,Mono
0,1601,MLH1-Biallelic,,Either,Colorectal Neoplasia,,Constitutional Mismatch Repair Deficiency Syndrome,Neoplasm,Colorectal,,,,OMIM and Gene Card,Definitive,1,,,,,1,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Colorectal Polyps,,Mono
0,1589,MLH1-Biallelic,,Either,Small Intestine Cancer,,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Small Bowel,1,clingen is not specific,,OMIM and Gene Card,Definitive,1,,,,,,1,1,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Gastrointestinal Carcinoma,,Mono
0,1586,MLH1-Biallelic,,Either,Lymphoma,,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Nodes,1,Clingen is definitive or moderate,,,Definitive,1,,,,1,1,,,,,,,,,,1,Mod,,,linfoma,淋巴瘤,Masculino,男性,0,0,,,,Lymphoma,,Cancer,,,Lymphoma,,Mono
0,1581,MLH1-Biallelic,,Either,Neurofibroma,,Constitutional Mismatch Repair Deficiency Syndrome,Neoplasm,Nerve,1,Clingen is definitive or moderate,,,Definitive,1,,,,1,,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Neurofibromas,,Mono
0,1605,MLH1-Biallelic,,Either,Sarcoma,Rhabdomyosarcoma,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Soft Tissue,,,,,,,,,,,1,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Rhabdomyosarcoma,,Mono
0,1593,MLH1-Biallelic,,Either,Skin Cancer (Non-Melanoma),,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Skin,1,Subtype not specified,,,Definitive,1,,,,,,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Skin Tumor,,Mono
0,286,MRE11A,,Either,Breast Cancer,,,Cancer,Breast,0,,,,Disputed,0,,,,1,,,,1,,,,,,1,1,Low,,,mama,乳腺,Masculino,男性,0,0,,,,Breast cancer,,Cancer,,,Breast Cancer,,Mono
1,290,MRE11A,,Female,Ovarian Cancer,,,Cancer,Ovary,0,,,,Disputed,0,,,,1,,,,1,,,,,,,1,Low,,,mama,乳腺,Femenino,女性,0,0,,,,Ovarian cancer,,Cancer,,,Ovarian Cancer,,Mono
1,639,MRE11A,,Male,Prostate Cancer,,,Cancer,Prostate,9,27433846,,,,,9,,9,,,,,1,,,,,,,,,,,próstata,前列腺,Masculino,男性,0,0,,,,Prostate cancer,,Cancer,,,Prostate Cancer,,Mono
At least 1 finalverdict,1201,MSH2,,Either,Adrenal Cortical Carcinoma,,,Cancer,Adrenal,1,"PMID: 30963136, PMID: 23752102,PMID: 27144940",,,,,,,,,,,,1,,,,,,,1,Low,,1,suprarrenal,肾上腺,Masculino,男性,0,0,,,,Adrenocortical carcinoma,,Cancer,,1,Adrenal Cortical Carcinoma,,Mono
At least 1 finalverdict,1523,MSH2,,Either,Skin Cancer (Non-Melanoma),Basal Cell Carcinoma,,Cancer,Skin,0,OMIM only (no reference),,,,,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Sebaceous carcinoma,,Cancer,,1,Basal Cell Carcinoma,,Mono
At least 1 finalverdict,938,MSH2,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,1,Clingen:The risk of cancer in LS by age 70:  bladder =2-16%,,,Mentioned,1,1,,1,,,,,1,1,,,1,,,1,Mod,,,Vejiga urinaria,膀胱,Masculino,男性,0,0,Ask2Me,,,Urinary Bladder,,Cancer,,1,Bladder Cancer,,Mono
At least 1 finalverdict,81,MSH2,,Either,Brain Tumor,Glioblastoma Multiforme,,Cancer,Brain,1,Clingen:The risk of cancer in LS by age 70: brain =3.5%,,,Mentioned,1,1,1,1,1,,,,1,1,,,1,,,1,Low,,1,cerebro,脑,Masculino,男性,0,0,Ask2Me,41,,Brain Tumor,glioblastoma multiforme,Cancer,,1,Brain Tumor,,Mono
At least 1 finalverdict,1203,MSH2,,Female,Breast Cancer,,,Cancer,Breast,0,NCCN insignificant risk (Breast paper),,,Disputed,0,9,9,9,,1,,,1,,,,,,,,,Unclear,1,,,Femenino,女性,0,0,,,,Breast cancer,,Cancer,,1,Breast Cancer,,Mono
At least 1 finalverdict,690,MSH2,,Either,Colorectal Cancer,,Lynch Syndrome,Cancer,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,,,1,1,,,1,,,1,High,,1,colorrectal,结直肠,Masculino,男性,0,0,Ask2Me,359,,Colorectal cancer,,Cancer,,1,Colorectal Cancer,,Mono
At least 1 finalverdict,692,MSH2,,Female,Endometrial Cancer,,Lynch Syndrome,Cancer,Uterus,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,,,,1,1,,,1,,,1,High,,1,endometrio,子宫内膜,Femenino,女性,0,0,Ask2Me,360,,Endometrial cancer,,Cancer,,1,Endometrial Cancer,,Mono
At least 1 finalverdict,322,MSH2,,Either,Gastric Cancer,,Lynch Syndrome,Cancer,Gastric,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,,1,1,,,,1,1,,,1,,,1,Low,,1,gástrico,胃,Masculino,男性,0,0,Ask2Me,165,,Gastric cancer,,Cancer,,1,Gastric Cancer,,Mono
At least 1 finalverdict,77,MSH2,,Either,Hepatobiliary Cancer,,,Cancer,Liver,1,Clingen:The risk of cancer in LS by age 70: biliary tract=1-2%,,,Mentioned,1,1,,1,1,,,,1,,,,,,,1,Low,,,hepatobiliar,肝,Masculino,男性,0,0,,39,,Hepatobiliary,,Cancer,,1,Hepatobiliary Cancer,,Mono
At least 1 finalverdict,241,MSH2,,Either,Kidney Cancer,Renal Pelvis,,Cancer,Kidney,1,,,,,,1,1,,,,,,1,,,,,,,,,,1,riñón,肾,Masculino,男性,0,0,,122,,Kidney,,Cancer,,1,Kidney Cancer,,Mono
At least 1 finalverdict,696,MSH2,,Female,Ovarian Cancer,,Lynch Syndrome,Cancer,Ovary,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,,,,1,1,,,1,,,1,Low,,1,ovario,卵巢,Femenino,女性,0,0,Ask2Me,362,,Ovarian cancer,,Cancer,,1,Ovarian Cancer,,Mono
At least 1 finalverdict,700,MSH2,,Either,Pancreatic Cancer,,,Cancer,Pancreas,9,NCCN : Not well established? Clingen:The risk of cancer in LS by age 70:  pancreas=1-4%,,,Mentioned,1,9,9,1,,,,,1,1,,,1,,,1,Low,,1,páncreas,胰腺,Masculino,男性,0,0,Ask2Me,364,,Pancreatic cancer,,Cancer,,1,Pancreatic Cancer,,Mono
At least 1 finalverdict,640,MSH2,,Male,Prostate Cancer,,,Cancer,Prostate,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,1,1,,,,,1,,,,,,,,,,1,próstata,前列腺,Masculino,男性,0,0,,334,,Prostate cancer,,Cancer,,1,Prostate Cancer,,Mono
At least 1 finalverdict,326,MSH2,,Either,Sebaceous Adenoma,,,Neoplasm,Skin,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,1,1,,,1,,,,,,,,,,,adenoma sebáceo,皮脂腺腺瘤,Masculino,男性,0,0,,167,,Sebaceous adenoma,,Benign Disease,,1,Sebaceous Adenoma,,Mono
0,1583,MSH6-Biallelic,,Either,Neurofibroma,,Constitutional Mismatch Repair Deficiency Syndrome,Neoplasm,Nerve,1,Clingen is definitive or moderate,,,Definitive,1,,,,1,,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Neurofibromas,,Mono
0,1607,MSH6-Biallelic,,Either,Sarcoma,Rhabdomyosarcoma,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Soft Tissue,,,,,,,,,,,1,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Rhabdomyosarcoma,,Mono
0,1595,MSH6-Biallelic,,Either,Skin Cancer (Non-Melanoma),,Constitutional Mismatch Repair Deficiency Syndrome,Cancer,Skin,1,Subtype not specified,,,Definitive,1,,,,,,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,Upper Urinary Tract,,Cancer,,,Skin Tumor,,Mono
0,1541,MSR1,,Either,Gastrointestinal (Benign),Barrett Esophagus,,Benign,Esophagus,9,NCCN says not validated,,,,,9,,9,,1,1,1,1,,,,,,,,,,1,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Barrett Esophagus,,Mono
0,1542,MSR1,,Either,Breast Cancer,,,Cancer,Breast,0,,,,,,,,,,,1,,1,,,,,,,,,,,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Breast Cancer,,Mono
0,1546,MSR1,,Either,Gastric Cancer,,,Cancer,Gastric,9,"PMID: 26182300, PMID: 27899187 (review article but we can use refrences to get penetrance data)",,,,,,,,,,,,1,,,,,,,,,,,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Gastric Cancer,,Mono
0,1544,MSR1,,Either,Liver (Benign),Non-Alcoholic Fatty Liver Disease,,Benign,Liver,0,,,,,,,,,,,1,,1,,,,,,,,,,,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Nonalcoholic Fatty Liver Disease,,Mono
0,1539,MSR1,,Either,Ovarian (Benign),Polycystic Ovary Disease,,Benign,Ovary,9,,,,,,,,,,,1,,1,,,,,,,,,,,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Polycystic Ovary,,Mono
0,1540,MSR1,,Male,Prostate Cancer,,,Cancer,Prostate,9,"Polymorphysm, somatic",,,,,,,,,,2,,1,,,,,,,,,,1,,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Prostate Cancer,,Mono
